Report generated at: 05270520

shadowrocket_basic.conf: Windows-1254
shadowlinkvpn.conf: UTF-8-SIG
sjsmy.conf: UTF-8-SIG
smallpdf.conf: UTF-8-SIG
smbq.conf: UTF-8-SIG
smwd.conf: UTF-8-SIG
smxcgj.conf: UTF-8-SIG
sndd.conf: UTF-8-SIG
sorted.conf: UTF-8-SIG
soundcloud.conf: UTF-8-SIG
SpotifyPremium.conf: UTF-8-SIG
ssa.conf: UTF-8-SIG
startingad.conf: utf-8
stsq.conf: UTF-8-SIG
styleart.conf: UTF-8-SIG
symbolab.conf: UTF-8-SIG
tangerine.conf: UTF-8-SIG
tenpercent.conf: UTF-8-SIG
thunder.conf: UTF-8-SIG
Tidal-HiFi.conf: UTF-8-SIG
todo.conf: UTF-8-SIG
tokcam.conf: UTF-8-SIG
tpp.conf: UTF-8-SIG
ttd.conf: UTF-8-SIG
tutu.conf: UTF-8-SIG
usage.conf: UTF-8-SIG
varlens.conf: UTF-8-SIG
vcus.conf: UTF-8-SIG
vista.conf: UTF-8-SIG
vivacut.conf: UTF-8-SIG
vsco.conf: UTF-8-SIG
wallcraft.conf: UTF-8-SIG
watchout.conf: UTF-8-SIG
wdfq.conf: UTF-8-SIG
wdqd.conf: UTF-8-SIG
wechatad.conf: UTF-8-SIG
wechatread.conf: UTF-8-SIG
weiboad.conf: UTF-8-SIG
wfw.conf: UTF-8-SIG
whqsy.conf: UTF-8-SIG
widgetsmith.conf: UTF-8-SIG
wnbsq.conf: UTF-8-SIG
wnds.conf: UTF-8-SIG
WPS.conf: UTF-8-SIG
wscsds.conf: UTF-8-SIG
wsgj.conf: UTF-8-SIG
wxds.conf: UTF-8-SIG
wxts.conf: UTF-8-SIG
xcz.conf: UTF-8-SIG
xiaoying.conf: UTF-8-SIG
xjsp.conf: UTF-8-SIG
xmind.conf: UTF-8-SIG
xmlyad.conf: UTF-8-SIG
xrk.conf: UTF-8-SIG
xxg.conf: UTF-8-SIG
xxyq.conf: UTF-8-SIG
xyts.conf: UTF-8-SIG
xzj.conf: UTF-8-SIG
xzjhz.conf: UTF-8-SIG
yczjz.conf: UTF-8-SIG
ydcd.conf: UTF-8-SIG
ydybj.conf: UTF-8-SIG
yitian.conf: UTF-8-SIG
yiyan.conf: UTF-8-SIG
yjhl.conf: UTF-8-SIG
ymjz.conf: UTF-8-SIG
youtube.conf: UTF-8-SIG
ypjj.conf: UTF-8-SIG
ysyk.conf: UTF-8-SIG
yunting.conf: UTF-8-SIG
ywqpy.conf: UTF-8-SIG
zebra.conf: UTF-8-SIG
zhitiao.conf: UTF-8-SIG
zhsck.conf: UTF-8-SIG
zjbj.conf: UTF-8-SIG
zjsg.conf: UTF-8-SIG
zt.conf: UTF-8-SIG
ztc.conf: UTF-8-SIG
zymk.conf: UTF-8-SIG
